"priority","code","name","market","industry","stage","stars","score","machineReady","approvalReady","productionReady","approvals","distinctReviewers","lastVerifiedDate","missing"
"690","3923","ラクス","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3941","レンゴー","Prime","パルプ・紙","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3943","大石産業","Standard","パルプ・紙","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3944","古林紙工","Standard","パルプ・紙","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3945","スーパーバッグ","Standard","パルプ・紙","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3948","光ビジネスフォーム","Standard","パルプ・紙","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3950","ザ・パック","Prime","パルプ・紙","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3954","昭和パックス","Standard","パルプ・紙","core","5","100","true","true","true","2","2","2026-07-21",""
"690","3962","チェンジホールディングス","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","3994","マネーフォワード","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4004","レゾナック・ホールディングス","Prime","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4005","住友化学","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4008","住友精化","Prime","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4011","ヘッドウォータース","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4013","勤次郎","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4014","カラダノート","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4021","日産化学","Prime","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4022","ラサ工業","Prime","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4026","神島化学工業","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4027","テイカ","Prime","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4028","石原産業","Prime","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4031","片倉コープアグリ","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4040","南海化学","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4041","日本曹達","Prime","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4042","東ソー","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4043","トクヤマ","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4061","デンカ","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4063","信越化学工業","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4071","プラスアルファ・コンサルティング","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4093","東邦アセチレン","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4094","日本化学産業","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4098","チタン工業","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4100","戸田工業","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4102","丸尾カルシウム","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4107","伊勢化学工業","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4114","日本触媒","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4151","協和キリン","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4165","プレイド","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","417A","ブルーゾーンホールディングス","Prime","小売業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4180","Ａｐｐｉｅｒ　Ｇｒｏｕｐ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4183","三井化学","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4188","三菱ケミカルグループ","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4194","ビジョナル","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4202","ダイセル","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4203","住友ベークライト","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4204","積水化学工業","Prime","化学","core","5","100","true","true","true","2","2","2026-07-14",""
"690","4290","プレステージ・インターナショナル","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4301","アミューズ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4310","ドリームインキュベータ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4324","電通グループ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4350","メディカルシステムネットワーク","Standard","小売業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4351","山田再生系債権回収総合事務所","Standard","その他金融業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4369","トリケミカル研究所","Prime","化学","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4373","シンプレクス・ホールディングス","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4375","セーフィー","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4382","ＨＥＲＯＺ","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4385","メルカリ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4401","ＡＤＥＫＡ","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","441A","ＮＥ","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4420","イーソル","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","442A","クラシコ","Growth","繊維製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4434","サーバーワークス","Standard","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4443","Sansan","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4452","花王","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4475","HENNGE","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4478","フリー","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4483","ＪＭＤＣ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4502","武田薬品工業","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4503","アステラス製薬","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4506","住友ファーマ","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4507","塩野義製薬","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4512","わかもと製薬","Standard","医薬品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4516","日本新薬","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4519","中外製薬","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4521","科研製薬","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4524","森下仁丹","Standard","医薬品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4527","ロート製薬","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4528","小野薬品工業","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4534","持田製薬","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4539","日本ケミファ","Standard","医薬品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4543","テルモ","Prime","精密機器","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4544","Ｈ．Ｕ．グループホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-14",""
"690","4558","中京医薬品","Standard","医薬品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4563","アンジェス","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4564","オンコセラピー・サイエンス","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4568","第一三共","Prime","医薬品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4570","免疫生物研究所","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4572","カルナバイオサイエンス","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4575","キャンバス","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4593","ヘリオス","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4620","藤倉化成","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","462A","ＦＵＮＤＩＮＮＯ","Growth","証券、商品先物取引業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4651","サニックスホールディングス","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4661","オリエンタルランド","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-15",""
"690","4676","フジ・メディア・ホールディングス","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-16",""
"690","4680","ラウンドワン","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4681","リゾートトラスト","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4684","オービック","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4686","ジャストシステム","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4689","LINEヤフー","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4694","ビー・エム・エル","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4704","トレンドマイクロ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","471A","ＮＳグループ","Prime","その他金融業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4722","フューチャー","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4732","ユー・エス・エス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4733","オービックビジネスコンサルタント","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4755","楽天グループ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-10",""
"690","4768","大塚商会","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4812","電通総研","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4819","デジタルガレージ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4885","室町ケミカル","Standard","医薬品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4894","クオリプス","Growth","医薬品","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4901","富士フイルムホールディングス","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4902","コニカミノルタ","Prime","電気機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4911","資生堂","Prime","化学","core","5","100","true","true","true","2","2","2026-07-17",""
"690","4934","プレミアアンチエイジング","Growth","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4937","Ｗａｑｏｏ","Growth","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","4970","東洋合成工業","Standard","化学","core","5","100","true","true","true","2","2","2026-07-13",""
"690","4979","ＯＡＴアグリオ","Standard","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","4994","大成ラミックグループ","Standard","化学","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5010","日本精蝋","Standard","石油・石炭製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5011","ニチレキグループ","Prime","石油・石炭製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5013","ユシロ","Standard","石油・石炭製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5015","ビーピー・カストロール","Standard","石油・石炭製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5016","ＪＸ金属","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5018","ＭＯＲＥＳＣＯ","Standard","石油・石炭製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5019","出光興産","Prime","石油・石炭製品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","5020","ENEOSホールディングス","Prime","石油・石炭製品","core","5","100","true","true","true","2","2","2026-07-10",""
"690","5021","コスモエネルギーホールディングス","Prime","石油・石炭製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5031","モイ","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5032","ＡＮＹＣＯＬＯＲ","Prime","情報・通信業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5038","eWeLL","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","5103","昭和ホールディングス","Standard","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5105","ＴＯＹＯ ＴＩＲＥ","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5108","ブリヂストン","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-10",""
"690","5110","住友ゴム工業","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5121","藤倉コンポジット","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5122","オカモト","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5161","西川ゴム工業","Standard","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5162","朝日ラバー","Standard","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5184","ニチリン","Standard","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5185","フコク","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5186","ニッタ","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5187","クリエートメディック","Standard","精密機器","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5189","櫻護謨","Standard","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5192","三ツ星ベルト","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5194","相模ゴム工業","Standard","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5195","バンドー化学","Prime","ゴム製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5201","AGC","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-17",""
"690","5204","石塚硝子","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5214","日本電気硝子","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5218","オハラ","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5232","住友大阪セメント","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5233","太平洋セメント","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5237","ノザワ","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","523A","セイワホールディングス","Growth","金属製品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5253","カバー","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","5262","日本ヒューム","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5268","旭コンクリート工業","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5269","日本コンクリート工業","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5271","トーヨーアサノ","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5273","三谷セキサン","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5279","日本興業","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5284","ヤマウホールディングス","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5285","ヤマックス","Standard","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5301","東海カーボン","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5302","日本カーボン","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5332","TOTO","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-16",""
"690","5333","NGK","Prime","ガラス・土石製品","core","5","100","true","true","true","2","2","2026-07-15",""
"690","5401","日本製鉄","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-10",""
"690","5406","神戸製鋼所","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5408","中山製鋼所","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5410","合同製鐵","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5411","JFEホールディングス","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-17",""
"690","5423","東京製鐵","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-20",""
"690","542A","ビタブリッドジャパン","Growth","化学","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5440","共英製鋼","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5444","大和工業","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5446","北越メタル","Standard","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5451","ヨドコウ","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5458","高砂鐵工","Standard","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5461","中部鋼鈑","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5463","丸一鋼管","Prime","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5464","モリ工業","Standard","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5484","東北特殊鋼","Standard","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5574","ABEJA","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-13",""
"690","5599","S&J","Growth","情報・通信業","core","5","100","true","true","true","2","2","2026-07-10",""
"690","5603","虹技","Standard","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5612","日本鋳鉄管","Standard","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5631","日本製鋼所","Prime","機械","core","5","100","true","true","true","2","2","2026-07-17",""
"690","5644","メタルアート","Standard","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5698","エンビプロ・ホールディングス","Standard","鉄鋼","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5702","大紀アルミニウム工業所","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5703","日本軽金属ホールディングス","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5704","ＪＭＣ","Growth","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5706","三井金属","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5711","三菱マテリアル","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-17",""
"690","5713","住友金属鉱山","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-17",""
"690","5714","ＤＯＷＡホールディングス","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-16",""
"690","5721","エスクリプトエナジー","Standard","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5724","アサカ理研","Standard","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5726","大阪チタニウムテクノロジーズ","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5729","日本精鉱","Standard","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5741","ＵＡＣＪ","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5753","日本伸銅","Standard","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5757","ＣＫサンエツ","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5801","古河電気工業","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-10",""
"690","5802","住友電気工業","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-16",""
"690","5803","フジクラ","Prime","非鉄金属","core","5","100","true","true","true","2","2","2026-07-14",""
"690","5816","オーナンバ","Standard","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5817","ＪＭＡＣＳ","Standard","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5831","しずおかフィナンシャルグループ","Prime","銀行業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5834","ＳＢＩリーシングサービス","Growth","証券、商品先物取引業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5838","楽天銀行","Prime","銀行業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5842","インテグラル","Growth","証券、商品先物取引業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5843","ニッポンインシュア","Standard","その他金融業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5844","京都フィナンシャルグループ","Prime","銀行業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5845","全保連","Standard","その他金融業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5858","ＳＴＧ","Growth","非鉄金属","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5901","東洋製罐グループホールディングス","Prime","金属製品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5902","ホッカンホールディングス","Prime","金属製品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5911","横河ブリッジホールディングス","Prime","金属製品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5929","三和ホールディングス","Prime","金属製品","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5949","ユニプレス","Prime","輸送用機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","5962","浅香工業","Standard","その他製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5985","サンコール","Standard","金属製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5991","日本発條","Prime","金属製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","5992","中央発條","Standard","金属製品","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6005","三浦工業","Prime","機械","core","5","100","true","true","true","2","2","2026-07-14",""
"690","6013","タクマ","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6016","ジャパンエンジンコーポレーション","Standard","輸送用機器","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6018","阪神内燃機工業","Standard","輸送用機器","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6023","ダイハツインフィニアース","Standard","輸送用機器","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6030","アドベンチャー","Growth","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6035","アイ・アールジャパンホールディングス","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6036","ＫｅｅＰｅｒ技研","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6042","ニッキ","Standard","輸送用機器","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6080","Ｍ＆Ａキャピタルパートナーズ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6082","ライドオンエクスプレスホールディングス","Standard","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6088","シグマクシス・ホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6098","リクルートホールディングス","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-17",""
"690","6101","ツガミ","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6104","芝浦機械","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6113","アマダ","Prime","機械","core","5","100","true","true","true","2","2","2026-07-17",""
"690","6118","アイダエンジニアリング","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6125","岡本工作機械製作所","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6134","ＦＵＪＩ","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6135","牧野フライス製作所","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6136","オーエスジー","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6137","小池酸素工業","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6138","ダイジェット工業","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6143","ソディック","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6144","西部電機","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6145","ＮＩＴＴＯＫＵ","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6146","ディスコ","Prime","機械","core","5","100","true","true","true","2","2","2026-07-13",""
"690","6147","ヤマザキ","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6149","小田原エンジニアリング","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6166","中村超硬","Growth","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6178","日本郵政","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6196","ストライクグループ","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6200","インソース","Prime","サービス業","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6224","ＪＲＣ","Growth","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6227","AIメカテック","Standard","機械","core","5","100","true","true","true","2","2","2026-07-13",""
"690","6232","ＡＣＳＬ","Growth","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6239","ナガオカ","Standard","機械","core","5","100","true","true","true","2","2","2026-07-13",""
"690","6262","ＰＥＧＡＳＵＳ","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6264","マルマエ","Prime","機械","core","5","100","true","true","true","2","2","2026-07-13",""
"690","6273","SMC","Prime","機械","core","5","100","true","true","true","2","2","2026-07-13",""
"690","6291","日本エアーテック","Standard","機械","core","5","100","true","true","true","2","2","2026-07-13",""
"690","6301","小松製作所","Prime","機械","core","5","100","true","true","true","2","2","2026-07-17",""
"690","6302","住友重機械工業","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6305","日立建機","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6317","北川鉄工所","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6323","ローツェ","Prime","機械","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6324","ハーモニック・ドライブ・システムズ","Standard","機械","core","5","100","true","true","true","2","2","2026-07-10",""
"690","6326","クボタ","Prime","機械","core","5","100","true","true","true","2","2","2026-07-10",""
"690","6338","タカトリ","Standard","機械","core","5","100","true","true","true","2","2","2026-07-13",""
"690","6367","ダイキン工業","Prime","機械","core","5","100","true","true","true","2","2","2026-07-10",""
"690","6376","日機装","Prime","精密機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6378","木村化工機","Standard","機械","core","5","100","true","true","true","2","2","2026-07-21",""
"690","6455","モリタホールディングス","Prime","輸送用機器","core","5","100","true","true","true","2","2","2026-07-20",""
"690","6479","ミネベアミツミ","Prime","電気機器","core","5","100","true","true","true","2","2","2026-07-15",""
